idFrom,idTo,vehicleType,month,day,hour,minute,holiday,vacation,temperature,pType,secondsDelay
8,11,1,11,7,12,41,0,0,-25,0,186
11,13,1,2,7,12,48,0,0,-19,2,205
12,10,1,8,6,9,39,0,0,35,0,170
10,9,1,4,5,17,0,1,0,10,2,191
9,4,2,8,5,7,48,0,1,34,0,174
4,7,0,6,7,22,6,0,0,40,2,108
19,18,0,7,6,16,26,0,0,30,2,187
18,1,0,8,5,7,29,0,1,30,1,161
1,8,1,1,2,22,27,0,1,-2,0,185
9,3,2,11,1,20,9,0,0,6,1,183
3,2,2,2,7,8,41,0,0,-20,2,124
2,17,0,11,6,6,50,0,0,-6,2,235
17,20,2,4,7,22,30,0,0,11,2,159
8,14,1,2,6,16,50,0,0,-4,0,259
14,15,2,6,7,6,7,0,0,27,1,158
16,21,1,10,1,14,13,0,0,17,0,265
21,9,1,2,1,14,50,0,0,-1,2,150
6,5,0,5,1,20,11,0,0,11,0,125
5,8,0,6,1,15,0,0,0,32,1,197
8,11,0,9,2,15,34,0,1,12,2,190
11,13,0,3,2,17,26,0,0,-24,2,211
12,10,0,8,2,7,43,0,1,30,0,166
10,9,1,7,7,17,39,0,0,36,2,218
9,4,0,11,3,16,56,0,0,-13,0,174
4,7,0,7,3,21,54,0,1,31,1,106
19,18,0,8,4,11,4,0,1,39,0,168
18,1,0,1,1,7,37,1,0,-22,2,168
1,8,1,3,7,16,57,0,0,-18,2,225
9,3,2,7,1,6,30,0,1,33,1,158
3,2,2,6,6,7,30,0,0,27,1,108
2,17,2,2,4,20,24,0,1,-10,0,221
17,20,0,5,4,7,42,0,0,25,1,199
8,14,0,3,4,17,7,0,0,-21,0,250
14,15,2,8,6,22,9,0,0,29,1,165
16,21,2,2,2,14,55,0,0,-20,0,316
21,9,2,1,4,10,3,0,1,-24,2,133
6,5,0,12,6,6,47,0,0,-11,0,120
5,8,1,3,1,7,55,0,0,-22,2,262
8,11,0,12,6,13,55,0,0,-12,2,200
11,13,1,3,4,9,39,0,0,5,1,207
12,10,1,6,4,11,50,0,1,36,2,179
10,9,2,8,7,16,29,0,0,30,2,177
9,4,1,11,4,18,26,0,0,-11,0,193
4,7,1,1,3,10,36,1,0,-14,0,111
19,18,0,1,3,12,8,0,0,3,0,188
18,1,2,7,2,7,21,0,1,40,0,166
1,8,2,12,6,15,7,0,0,-3,2,224
9,3,2,3,4,14,41,0,0,3,0,161
3,2,2,6,2,18,24,0,0,40,1,119
2,17,0,9,2,19,26,0,0,22,1,239
17,20,1,11,7,7,22,0,0,6,1,170
8,14,0,11,6,11,41,0,0,5,1,273
14,15,0,8,1,9,47,0,1,27,2,197
16,21,1,8,1,6,51,0,1,26,0,267
21,9,2,1,5,8,14,0,1,0,0,129
6,5,2,10,4,15,51,0,0,12,2,131
5,8,0,12,2,20,19,1,0,-6,0,201
8,11,0,2,6,13,21,0,0,-1,2,196
11,13,1,11,3,19,59,0,0,7,1,225
12,10,2,1,3,18,25,1,0,-6,0,145
10,9,1,7,3,8,55,0,1,33,1,222
9,4,0,12,5,8,32,0,1,-8,0,157
4,7,2,12,6,21,54,0,0,-17,2,133
19,18,2,7,7,21,1,0,0,33,1,168
18,1,1,11,6,6,42,0,0,-23,0,156
1,8,1,5,7,15,48,0,0,10,2,233
9,3,1,3,5,15,10,0,0,-4,2,177
3,2,0,5,1,18,27,0,0,10,0,111
2,17,1,6,7,12,37,0,0,37,2,238
17,20,0,9,5,19,29,0,1,20,1,169
8,14,0,8,7,14,25,0,0,37,1,250
14,15,0,12,5,12,20,0,0,0,2,185
16,21,2,6,6,22,54,0,0,36,1,246
21,9,0,2,4,10,42,0,1,-19,2,130
6,5,1,6,6,11,50,0,0,30,0,118
5,8,1,8,4,11,21,0,1,26,1,204
8,11,2,3,6,21,15,0,0,-7,2,202
11,13,0,3,1,21,50,0,0,-18,0,196
12,10,0,2,4,21,49,0,1,-15,2,149
10,9,0,11,3,10,52,0,0,0,2,206
9,4,2,1,6,22,41,0,0,-11,0,147
4,7,2,6,5,17,37,0,0,30,0,137
19,18,0,6,3,12,59,0,1,27,1,205
18,1,2,3,5,20,29,0,0,-3,0,162
1,8,0,11,7,18,34,0,0,-12,0,220
9,3,2,11,6,9,11,0,0,-9,2,170
3,2,0,8,6,15,0,0,0,39,1,101
2,17,2,11,5,22,1,0,0,-16,0,208
17,20,1,3,2,17,10,0,0,2,1,178
8,14,2,11,1,18,12,0,0,1,0,264
14,15,2,9,6,8,54,0,0,18,1,162
16,21,0,11,2,15,58,0,0,-10,2,303
21,9,2,8,7,9,14,0,0,28,1,133
6,5,2,11,2,16,46,0,0,6,2,127
5,8,2,6,6,9,48,0,0,33,2,198
8,11,2,7,5,19,19,0,1,37,1,181
11,13,1,6,4,20,36,0,1,35,2,180
12,10,1,12,5,18,33,1,0,-7,2,160
10,9,2,6,2,13,28,0,1,30,2,177
9,4,2,2,3,18,47,0,1,8,0,186
4,7,1,12,6,10,57,0,0,-8,2,153
19,18,2,10,6,18,18,0,0,11,2,194
18,1,0,6,3,7,34,0,0,26,0,185
1,8,1,8,3,17,57,0,1,26,1,253
9,3,2,9,7,7,17,0,0,17,2,159
3,2,1,5,5,13,26,0,0,12,0,106
2,17,1,5,7,11,58,0,0,22,0,206
17,20,0,10,1,12,33,0,0,18,1,170
8,14,0,8,2,14,39,0,1,34,0,219
14,15,1,11,4,10,46,0,0,-7,2,187
16,21,2,2,2,22,42,0,1,-19,0,263
21,9,0,10,7,20,50,0,0,20,1,139
6,5,2,9,6,18,39,0,0,16,2,118
5,8,1,12,4,14,43,0,1,8,2,240
8,11,0,3,3,15,39,0,0,2,2,214
11,13,2,12,3,13,38,1,0,-7,0,168
12,10,0,2,6,13,48,0,0,-12,0,155
10,9,0,6,4,10,58,0,0,40,0,185
9,4,1,1,6,17,59,0,0,-25,2,208
4,7,0,8,7,20,37,0,0,35,1,127
19,18,1,6,6,6,53,0,0,31,1,209
18,1,1,6,7,17,25,0,0,29,2,174
1,8,2,1,2,17,48,0,0,-21,0,235
9,3,0,5,6,20,7,0,0,25,0,153
3,2,2,6,6,14,45,0,0,37,2,106
2,17,0,9,3,21,6,0,1,24,1,219
17,20,2,8,7,14,31,0,0,30,0,152
8,14,2,12,6,17,56,0,0,-24,2,293
14,15,2,3,1,13,58,0,0,4,1,186
16,21,2,3,5,16,44,0,0,5,2,285
21,9,0,4,5,15,15,1,0,23,1,121
6,5,2,2,2,22,54,0,1,-15,0,125
5,8,1,8,3,18,53,0,1,33,2,243
8,11,0,10,2,21,15,0,0,25,2,182
11,13,2,4,4,9,46,0,1,20,1,198
12,10,2,4,6,13,35,0,0,18,1,137
10,9,0,6,4,13,48,0,1,35,1,180
9,4,2,7,4,15,44,0,1,38,0,165
4,7,0,6,7,7,41,0,0,33,0,121
19,18,2,2,2,13,17,0,1,6,0,159
18,1,2,4,3,19,39,1,0,11,0,138
1,8,2,7,4,8,15,0,1,31,1,226
9,3,1,5,1,11,10,0,0,13,2,184
3,2,0,4,5,18,33,1,0,19,2,111
2,17,0,5,6,11,9,0,0,18,0,205
17,20,1,5,3,15,24,0,0,15,2,177
8,14,1,1,5,14,21,1,0,7,0,224
14,15,0,7,2,21,13,0,1,30,2,152
16,21,1,5,3,11,40,0,0,16,2,292
21,9,2,7,1,8,11,0,1,27,0,139
6,5,1,7,2,8,38,0,1,38,1,133
5,8,2,7,3,12,58,0,1,30,2,248
8,11,0,4,1,13,16,1,0,15,0,158
11,13,1,4,2,22,56,1,0,23,1,194
12,10,0,6,3,20,2,0,0,29,0,148
10,9,1,8,1,19,27,0,1,32,0,195
9,4,1,12,1,12,24,1,0,0,0,160
4,7,2,9,1,17,47,0,1,23,2,135
19,18,2,8,6,20,22,0,0,39,1,171
18,1,0,6,3,14,2,0,1,26,1,148
1,8,0,5,6,13,0,0,0,11,1,208
9,3,2,11,5,19,56,0,0,8,2,186
3,2,0,1,2,7,59,0,0,6,0,117
2,17,0,8,2,20,48,0,1,26,2,258
17,20,0,12,4,14,21,0,0,9,1,163
8,14,2,4,5,22,1,0,0,12,0,198
14,15,2,10,4,14,39,0,0,13,0,181
16,21,1,1,3,16,51,1,0,-7,2,323
21,9,2,3,3,17,11,0,0,-7,2,145
6,5,0,12,1,8,30,1,0,-6,0,128
5,8,0,4,2,18,55,1,0,21,2,211
8,11,0,2,6,15,27,0,0,-22,2,209
11,13,0,8,3,15,37,0,1,30,0,176
12,10,1,2,1,18,23,0,1,-23,0,172
10,9,0,7,4,18,53,0,1,39,1,203
9,4,2,2,2,21,16,0,1,8,2,171
4,7,2,6,4,13,2,0,0,38,0,111
19,18,0,12,5,12,42,0,1,0,0,185
18,1,2,1,2,19,36,0,1,8,0,158
1,8,0,2,4,9,47,0,1,-16,2,235
9,3,1,9,7,15,58,0,0,18,0,175
3,2,1,4,2,6,41,1,0,15,2,92
2,17,2,11,7,17,49,0,0,-23,0,217
17,20,2,11,5,12,46,0,0,-20,0,154
8,14,0,4,4,16,58,0,0,19,2,254
14,15,2,6,6,10,3,0,0,32,2,152
16,21,2,10,5,18,24,0,0,16,0,276
21,9,0,6,6,19,7,0,0,40,0,130
6,5,0,4,7,8,18,0,0,23,0,115
5,8,0,12,4,11,12,1,0,-7,2,186
8,11,0,7,6,9,11,0,0,29,2,184
11,13,1,1,1,11,11,0,1,9,0,182
12,10,1,11,5,15,48,0,0,1,2,189
10,9,2,1,5,11,10,1,0,-12,0,167
9,4,0,4,6,9,8,0,0,22,1,171
4,7,1,6,6,7,32,0,0,35,0,128
19,18,0,4,7,12,23,0,0,15,2,204
18,1,2,2,3,10,50,0,1,-23,2,150
1,8,1,12,2,7,9,1,0,-2,2,207
9,3,0,2,4,15,23,0,1,-1,0,161
3,2,0,7,6,7,49,0,0,29,0,100
2,17,2,9,3,14,19,0,0,23,0,206
17,20,1,12,7,21,58,0,0,-21,0,166
8,14,1,9,2,15,51,0,0,19,2,251
14,15,1,12,1,20,40,1,0,-8,0,172
16,21,1,2,6,20,58,0,0,-22,2,316
21,9,2,12,2,9,56,1,0,1,0,142
6,5,2,10,4,9,52,0,0,23,0,137
5,8,1,4,7,12,39,0,0,24,0,211
8,11,2,8,2,12,34,0,1,34,2,201
11,13,1,10,4,16,59,0,0,10,1,220
12,10,1,4,4,11,48,0,1,25,1,170
10,9,2,4,2,14,1,1,0,17,1,166
9,4,1,9,1,14,39,0,0,16,2,198
4,7,0,1,5,22,36,0,1,-20,2,144
19,18,0,10,7,18,52,0,0,15,2,229
18,1,2,12,4,21,10,0,1,6,0,139
1,8,2,11,6,18,29,0,0,-19,0,218
9,3,2,7,4,14,44,0,1,33,0,169
3,2,0,4,3,9,26,0,0,22,1,111
2,17,0,2,4,21,55,0,1,-11,2,212
17,20,2,4,6,11,1,0,0,22,1,145
8,14,1,1,3,21,46,0,1,2,0,230
14,15,1,12,3,22,4,0,0,-19,2,171
16,21,1,12,2,8,57,1,0,-5,2,317
21,9,1,7,7,14,28,0,0,30,1,149
6,5,1,1,1,9,14,0,0,-23,0,124
5,8,1,3,3,16,5,0,0,-17,0,245
8,11,0,6,5,18,13,0,0,36,0,190
11,13,2,2,2,11,26,0,0,-13,0,198
12,10,1,12,2,18,13,1,0,2,0,148
10,9,0,12,2,21,45,1,0,7,2,195
9,4,0,12,3,12,1,0,0,-17,0,170
4,7,0,9,4,9,12,0,1,17,0,110
19,18,1,1,7,16,32,0,0,-20,0,194
18,1,0,12,5,13,50,1,0,-5,2,144
1,8,2,10,6,17,30,0,0,16,2,245
9,3,0,3,7,13,25,0,0,2,0,160
3,2,1,8,7,19,29,0,0,28,1,117
2,17,2,2,3,13,4,0,1,-15,2,237
17,20,2,3,4,22,36,0,0,5,0,172
8,14,2,3,7,21,6,0,0,-16,2,244
14,15,2,5,7,21,36,0,0,22,0,145
16,21,2,2,5,14,21,0,0,-3,0,262
21,9,2,6,2,22,50,0,0,28,0,125
6,5,2,9,5,17,58,0,0,24,1,144
5,8,0,10,5,21,29,0,0,15,1,195
8,11,0,5,6,11,52,0,0,20,0,178
11,13,0,10,7,14,34,0,0,19,2,190
12,10,0,5,6,9,9,0,0,13,2,153
10,9,0,5,7,7,59,0,0,18,2,189
9,4,1,5,3,9,25,0,0,22,0,184
4,7,0,5,7,6,47,0,0,19,0,124
19,18,2,1,3,19,3,1,0,-4,0,175
18,1,1,2,7,22,32,0,0,-24,0,163
1,8,1,10,7,16,59,0,0,25,2,229
9,3,1,2,2,15,30,0,0,-20,2,201
3,2,1,12,4,7,46,1,0,-21,2,116
2,17,2,8,6,16,23,0,0,32,2,235
17,20,2,10,4,19,49,0,0,21,2,162
8,14,1,7,7,19,22,0,0,37,1,248
14,15,0,7,5,9,5,0,1,26,1,167
16,21,2,11,2,10,40,0,0,-23,0,285
21,9,0,6,1,13,14,0,1,31,2,125
6,5,2,12,5,12,49,1,0,7,0,118
5,8,1,5,6,20,4,0,0,18,1,215
8,11,0,7,6,17,44,0,0,35,0,193
11,13,1,10,2,15,5,0,0,13,2,201
12,10,1,11,5,22,35,0,0,-2,2,174
10,9,1,11,1,18,47,0,0,-14,0,230
9,4,1,2,2,21,59,0,0,3,2,185
4,7,0,5,5,19,39,0,0,13,0,131
19,18,0,5,6,19,37,0,0,13,0,204
18,1,0,7,3,22,52,0,1,38,1,155
1,8,0,5,2,11,20,0,0,10,0,197
9,3,2,7,2,15,29,0,1,28,2,164
3,2,1,5,5,14,5,0,0,20,0,102
2,17,2,4,1,21,29,1,0,21,0,191
17,20,2,10,5,9,7,0,0,18,1,156
8,14,2,9,5,20,0,0,1,24,2,205
14,15,1,5,3,11,22,0,0,22,2,179
16,21,0,12,6,18,32,0,0,0,2,301
21,9,2,4,1,15,57,1,0,21,0,116
6,5,2,9,7,14,52,0,0,10,2,134
5,8,1,9,1,18,38,0,1,21,0,238
8,11,0,1,1,12,54,1,0,4,2,172
11,13,2,5,3,11,32,0,0,21,0,172
12,10,1,5,3,7,3,0,0,17,1,182
10,9,0,10,6,20,42,0,0,17,1,196
9,4,1,10,4,9,12,0,0,15,2,167
4,7,2,12,1,21,46,0,0,-3,0,118
19,18,2,11,4,6,10,0,0,-7,0,197
18,1,2,10,3,12,14,0,0,19,0,145
1,8,0,1,2,8,16,1,0,-22,0,216
9,3,1,12,3,11,59,0,0,-8,2,202
3,2,1,7,7,6,59,0,0,34,2,109
2,17,1,7,4,8,16,0,1,38,1,251
17,20,0,5,6,16,23,0,0,20,0,157
8,14,2,7,4,20,16,0,1,32,2,218
14,15,2,5,1,16,2,0,0,23,2,169
16,21,2,12,7,18,27,0,0,-16,2,336
21,9,1,8,2,7,35,0,1,26,0,158
6,5,0,7,2,8,59,0,1,33,0,124
5,8,1,11,5,16,4,0,0,-4,2,247
8,11,1,3,6,7,8,0,0,-15,2,201
11,13,1,1,6,11,50,0,0,-14,0,188
12,10,1,2,3,19,15,0,0,-10,2,175
10,9,2,2,6,13,18,0,0,-21,2,190
9,4,2,4,6,6,55,0,0,23,2,162
4,7,2,11,7,8,2,0,0,-17,2,112
19,18,1,3,4,15,57,0,0,-19,0,203
18,1,1,11,4,11,17,0,0,-3,2,163
1,8,2,7,4,19,28,0,1,30,1,195
9,3,1,6,6,7,57,0,0,29,2,176
3,2,1,4,2,16,1,0,0,16,1,107
2,17,0,1,3,9,4,1,0,-2,0,181
17,20,2,5,4,11,18,0,0,22,2,147
8,14,0,4,3,20,47,1,0,18,0,197
14,15,0,9,1,14,41,0,0,10,2,177
16,21,2,4,7,14,21,0,0,24,2,264
21,9,0,12,6,9,46,0,0,-2,2,154
6,5,1,2,5,8,11,0,0,-21,2,147
5,8,1,8,1,21,50,0,1,39,0,225
8,11,1,3,4,20,16,0,0,-16,0,184
11,13,1,8,2,16,7,0,1,35,0,192
12,10,2,10,6,13,47,0,0,21,1,160
10,9,2,6,1,13,53,0,1,28,1,175
9,4,1,12,1,12,53,0,1,-11,0,178
4,7,1,8,4,8,12,0,1,34,1,144
19,18,2,12,4,17,27,0,0,1,0,210
18,1,0,7,3,19,48,0,1,37,2,170
1,8,1,10,5,14,32,0,0,17,2,202
9,3,1,12,2,16,20,1,0,-17,0,154
3,2,1,10,7,18,51,0,0,16,2,127
2,17,2,4,5,11,11,0,1,20,0,185
17,20,1,3,1,20,28,0,0,-2,2,178
8,14,2,2,4,9,33,0,1,-1,2,240
14,15,1,1,6,15,18,0,0,-8,0,158
16,21,1,7,7,15,56,0,0,31,0,295
21,9,2,11,1,6,44,0,0,7,0,140
6,5,1,6,6,15,14,0,0,28,1,134
5,8,1,9,5,6,4,0,1,21,1,223
8,11,0,10,5,20,31,0,0,11,0,179
11,13,0,10,7,19,29,0,0,17,2,183
12,10,2,7,5,14,23,0,1,35,0,137
10,9,0,12,1,6,37,0,0,7,1,205
9,4,0,6,3,6,11,0,1,37,2,147
4,7,1,4,6,11,50,0,0,24,1,125
19,18,0,9,4,19,27,0,0,24,2,205
18,1,2,2,1,7,21,0,1,-11,2,190
1,8,1,11,5,20,44,0,0,1,0,219
9,3,2,4,2,21,40,0,0,19,0,172
3,2,2,11,2,9,18,0,0,-5,0,111
2,17,1,8,6,11,39,0,0,33,1,226
17,20,1,8,6,14,20,0,0,30,0,155
8,14,0,9,1,22,52,0,1,21,2,211
14,15,1,1,6,6,24,0,0,-21,2,178
16,21,2,11,5,12,10,0,0,-2,0,273
21,9,2,7,4,22,9,0,1,28,1,127
6,5,1,2,5,6,41,0,0,8,0,129
5,8,1,8,7,21,18,0,0,28,2,200
8,11,1,7,4,21,41,0,1,37,1,201
11,13,2,12,1,12,59,1,0,-18,2,195
12,10,0,12,2,8,35,0,1,7,0,162
10,9,2,10,1,13,25,0,0,10,2,184
9,4,2,1,1,14,38,1,0,-18,0,154
4,7,1,6,2,12,10,0,1,27,2,124
19,18,0,8,6,22,4,0,0,38,0,170
18,1,0,2,7,20,3,0,0,-16,2,157
1,8,1,5,6,17,22,0,0,15,0,215
9,3,0,1,3,18,52,0,1,-5,0,179
3,2,1,10,1,15,59,0,0,10,0,106
2,17,1,9,1,22,13,0,0,22,1,226
17,20,2,7,3,16,59,0,1,30,2,150
8,14,1,8,6,7,24,0,0,34,0,228
14,15,1,6,3,14,32,0,1,31,0,168
16,21,2,12,4,8,6,0,0,-25,2,331
21,9,1,5,4,17,46,0,0,18,2,160
6,5,2,2,7,16,37,0,0,-20,0,125
5,8,1,8,7,10,22,0,0,38,1,227
8,11,2,8,4,15,13,0,1,27,2,176
11,13,2,3,7,7,55,0,0,-7,0,187
12,10,1,7,6,8,1,0,0,26,2,159
10,9,0,5,1,8,7,0,0,24,0,183
9,4,1,11,7,7,0,0,0,-22,2,181
4,7,2,7,4,16,52,0,1,32,2,131
19,18,1,2,3,18,21,0,1,-6,2,231
18,1,1,11,7,15,12,0,0,-2,2,162
1,8,2,4,2,20,24,0,1,15,2,196
9,3,2,1,4,15,33,0,1,5,0,171
3,2,0,9,7,9,17,0,0,10,2,102
2,17,1,8,1,14,29,0,1,30,1,208
17,20,2,2,2,6,43,0,0,-6,2,182
8,14,0,7,2,6,46,0,1,32,0,233
14,15,2,12,1,6,6,0,1,-24,2,172
16,21,2,7,7,18,11,0,0,32,0,279
21,9,0,4,7,8,46,0,0,21,0,127
6,5,2,5,6,11,20,0,0,19,2,125
5,8,2,2,4,6,11,0,0,2,1,222
8,11,1,4,6,16,1,0,0,15,0,205
11,13,1,10,3,16,45,0,0,20,2,216
12,10,1,7,2,14,57,0,1,39,2,175
10,9,1,1,4,6,58,0,0,-20,2,211
9,4,0,6,2,8,52,0,0,40,2,208
4,7,1,10,1,7,8,0,0,21,0,138
19,18,2,5,6,12,17,0,0,12,2,192
18,1,1,3,7,6,35,0,0,-17,0,155
1,8,0,12,7,9,0,0,0,-7,0,213
9,3,0,4,1,18,42,1,0,19,2,170
3,2,1,9,1,19,44,0,0,14,0,119
2,17,1,9,7,19,36,0,0,19,2,213
17,20,1,5,6,11,15,0,0,10,0,142
8,14,2,3,5,22,28,0,0,-12,0,239
14,15,2,3,4,10,39,0,0,-14,0,170
16,21,1,12,1,14,17,1,0,-25,2,261
21,9,0,9,1,13,32,0,1,15,0,121
6,5,0,1,3,21,16,1,0,-14,0,103
5,8,1,11,4,6,17,0,0,0,0,204
8,11,1,3,2,18,36,0,0,-14,0,201
11,13,1,4,3,9,59,0,1,15,1,223
12,10,0,8,1,17,37,0,1,40,0,143
10,9,2,8,1,8,26,0,1,40,2,201
9,4,2,6,7,15,18,0,0,35,1,179
4,7,2,10,5,18,58,0,0,24,1,125
19,18,2,1,4,18,26,1,0,2,2,209
18,1,2,8,6,15,11,0,0,28,2,169
1,8,0,10,3,8,5,0,0,19,1,246
9,3,0,4,2,13,2,0,1,10,2,162
3,2,2,4,4,21,57,0,0,17,1,107
2,17,2,5,1,21,47,0,0,12,1,214
17,20,2,2,3,20,49,0,1,-2,0,146
8,14,0,10,3,10,17,0,0,11,0,224
14,15,1,8,2,8,14,0,1,30,2,169
16,21,0,11,3,14,5,0,0,-4,2,293
21,9,0,4,6,7,22,0,0,25,2,142
6,5,1,5,4,15,21,0,0,12,1,127
5,8,2,5,2,9,38,0,0,17,1,239
8,11,0,4,3,20,20,1,0,22,2,170
11,13,0,5,4,11,20,0,0,10,2,165
12,10,0,4,1,9,53,1,0,12,1,151
10,9,2,4,4,21,50,1,0,13,1,164
9,4,2,8,3,20,46,0,1,38,0,156
4,7,0,1,3,21,55,1,0,1,2,121
19,18,0,6,5,16,44,0,1,34,2,197
18,1,0,10,6,11,33,0,0,13,0,141
1,8,1,6,4,14,3,0,0,32,2,204
9,3,2,10,4,13,8,0,0,11,0,152
3,2,1,9,2,19,28,0,0,16,1,121
2,17,1,5,6,18,31,0,0,19,2,228
17,20,1,12,6,17,4,0,0,7,2,167
8,14,2,2,3,13,36,0,0,5,2,263
14,15,1,6,3,12,40,0,0,31,1,194
16,21,0,4,7,19,22,0,0,15,2,272
21,9,2,7,3,13,6,0,1,35,0,126
6,5,2,11,3,19,27,0,0,-12,2,136
5,8,2,6,1,14,5,0,0,37,2,199
8,11,2,2,3,20,0,0,0,2,0,197
11,13,0,7,6,16,50,0,0,33,2,211
12,10,0,3,5,13,0,0,0,-12,0,159
10,9,0,12,3,7,51,0,1,-11,2,210
9,4,0,1,1,11,40,0,0,-22,2,177
4,7,2,12,4,13,6,0,1,-11,0,115
19,18,1,12,5,18,36,0,1,3,0,223
18,1,1,10,5,11,52,0,0,23,2,172
1,8,0,9,4,20,18,0,1,11,2,213
9,3,2,9,3,22,57,0,1,14,0,155
3,2,1,3,7,17,19,0,0,-18,2,115
2,17,1,3,1,14,27,0,0,5,2,275
17,20,0,4,1,21,2,0,0,24,2,147
8,14,0,5,3,7,30,0,0,19,0,255
14,15,0,4,7,13,18,0,0,21,2,164
16,21,0,1,6,14,30,0,0,-25,0,259
21,9,2,7,2,12,33,0,1,28,2,127
6,5,0,11,4,18,5,0,0,-24,0,141
5,8,1,7,4,10,9,0,1,37,2,227
8,11,1,9,6,16,12,0,0,24,2,193
11,13,2,4,2,15,11,0,1,22,1,202
12,10,1,12,3,10,31,1,0,-13,2,162
10,9,1,5,1,14,21,0,0,25,1,201
9,4,1,3,7,6,3,0,0,-13,0,177
4,7,1,5,7,20,52,0,0,16,0,134
19,18,2,2,6,20,47,0,0,-2,2,194
18,1,1,1,4,14,28,0,0,-12,0,162
1,8,0,8,3,8,3,0,1,30,1,215
9,3,2,5,4,19,43,0,0,23,1,203
3,2,2,10,2,18,58,0,0,11,0,117
2,17,0,8,3,9,43,0,1,30,2,235
17,20,1,10,5,20,21,0,0,25,0,154
8,14,2,10,3,22,33,0,0,23,2,216
14,15,0,5,3,10,29,0,0,20,1,180
16,21,2,4,2,16,29,1,0,15,2,242
21,9,0,10,6,8,5,0,0,12,0,122
6,5,0,7,7,12,19,0,0,30,2,124
5,8,1,1,3,6,57,1,0,-2,2,221
8,11,2,10,3,17,50,0,0,17,0,214
11,13,1,9,5,21,41,0,0,10,1,180
12,10,2,7,4,13,44,0,1,26,0,157
10,9,1,7,6,12,47,0,0,28,0,192
9,4,0,8,4,12,35,0,1,38,1,173
4,7,1,12,2,21,16,0,1,-13,0,115
19,18,2,12,2,16,33,0,1,7,2,193
18,1,0,12,3,17,44,1,0,-21,2,165
1,8,2,3,3,12,48,0,0,8,2,221
9,3,1,3,6,8,51,0,0,-5,2,158
3,2,2,11,5,11,27,0,0,-17,0,100
2,17,1,1,3,22,35,0,0,-20,0,244
17,20,1,12,7,13,36,0,0,4,0,153
8,14,2,7,3,6,51,0,1,30,0,198
14,15,2,3,4,9,55,0,0,-8,0,185
16,21,2,6,6,19,36,0,0,33,0,283
21,9,0,8,3,20,35,0,1,33,1,136
6,5,1,1,2,14,23,1,0,-17,0,122
5,8,1,3,6,19,6,0,0,-14,2,218
8,11,2,3,4,15,33,0,0,4,1,220
11,13,2,7,3,12,18,0,1,30,2,167
12,10,1,6,1,16,18,0,0,27,1,168
10,9,2,12,2,18,57,0,1,-12,2,221
9,4,2,2,4,16,9,0,1,-4,0,168
4,7,0,4,7,9,15,0,0,15,1,124
19,18,0,6,6,12,48,0,0,32,2,202
18,1,2,7,2,21,26,0,1,34,0,144
1,8,1,3,5,15,7,0,0,-25,0,207
9,3,0,12,4,21,38,0,0,-25,2,180
3,2,1,5,5,16,4,0,0,17,1,105
2,17,1,10,7,7,0,0,0,15,1,210
17,20,2,3,2,6,51,0,0,9,1,164
8,14,0,6,1,12,14,0,1,33,2,226
14,15,2,10,6,12,0,0,0,21,0,147
16,21,1,3,6,19,7,0,0,0,2,286
21,9,0,4,5,6,6,1,0,15,1,123
6,5,0,10,5,11,36,0,0,22,2,134
5,8,2,6,7,9,14,0,0,40,2,195
8,11,2,7,5,6,39,0,1,26,2,191
11,13,2,7,5,7,41,0,1,27,1,213
12,10,1,6,6,22,9,0,0,26,1,147
10,9,0,7,4,6,48,0,1,32,2,213
9,4,2,1,5,20,18,0,1,1,0,158
4,7,2,2,1,17,20,0,0,5,0,140
19,18,0,5,7,7,1,0,0,19,0,179
18,1,1,1,3,16,52,0,1,-18,0,175
1,8,2,6,2,8,5,0,1,33,0,192
9,3,1,10,2,7,29,0,0,16,1,218
3,2,2,10,6,19,15,0,0,14,1,101
2,17,0,11,5,11,20,0,0,-15,2,231
17,20,1,1,2,6,46,0,1,-3,2,164
8,14,0,3,5,18,13,0,0,6,2,260
14,15,2,12,4,14,56,1,0,-12,2,158
16,21,1,11,7,13,46,0,0,-13,2,300
21,9,1,11,5,13,12,0,0,-14,0,138
6,5,1,7,3,18,38,0,1,39,1,150
5,8,2,6,4,10,12,0,1,29,0,178
8,11,0,12,7,13,21,0,0,-9,0,175
11,13,2,11,5,20,18,0,0,-18,2,203
12,10,1,5,6,18,57,0,0,19,1,196
10,9,0,11,6,18,12,0,0,-9,0,191
9,4,0,3,7,21,25,0,0,-18,2,174
4,7,2,7,5,11,31,0,1,32,1,129
19,18,1,5,1,17,9,0,0,18,1,203
18,1,2,5,6,12,59,0,0,18,0,154
1,8,0,4,5,14,54,1,0,20,1,185
9,3,0,9,5,7,4,0,0,15,0,180
3,2,0,2,1,14,5,0,1,-18,2,107
2,17,2,4,7,11,25,0,0,21,2,206
17,20,1,2,7,10,59,0,0,2,2,176
8,14,1,6,4,21,58,0,1,31,2,245
14,15,0,2,7,6,37,0,0,-14,2,172
16,21,0,10,7,7,35,0,0,22,0,267
21,9,0,9,6,20,43,0,0,20,0,127
6,5,1,9,4,10,14,0,0,24,1,122
5,8,0,7,1,6,32,0,1,33,1,220
8,11,0,7,3,7,5,0,1,32,0,197
11,13,1,6,2,12,58,0,0,31,2,217
12,10,0,1,6,10,37,0,0,-7,0,166
10,9,1,9,3,12,23,0,1,25,2,208
